,Location,SURVEY_DATE,Time_HHMMSS,Depth_m,Chlorophyll-a (ug/L),Dissolved Oxygen concentration (mg/L),Dissolved Oxygen % saturation (%),pH (Unit),Salinity (PSU),Specific Conductance at 25 deg C (mS/cm),Temperature (deg C),Turbidity (NTU)
32,1,11/11/1993,94500,8.0,,6.1,90.0,8.15,35.3,53.4,25.3,48.0
33,1,13/01/1994,103000,0.2,,6.0,94.5,8.16,36.9,55.5,28.6,6.0
34,1,13/01/1994,103000,2.0,,6.1,96.4,8.19,36.8,55.5,28.6,9.0
35,1,13/01/1994,103000,4.0,,6.1,96.8,8.21,36.8,55.4,28.5,9.0
36,1,13/01/1994,103000,6.0,,6.1,96.5,8.22,36.8,55.5,28.4,10.0
37,1,10/02/1994,102700,0.2,,6.3,95.8,8.18,36.1,54.5,26.3,4.0
38,1,10/02/1994,102700,2.0,,6.3,96.3,8.2,36.2,54.6,26.3,4.0
39,1,10/02/1994,102700,4.0,,6.3,96.2,8.21,36.2,54.6,26.3,4.0
40,1,10/02/1994,102700,6.0,,6.3,96.4,8.22,36.2,54.6,26.3,5.0
41,1,10/02/1994,102700,7.0,,6.3,96.3,8.23,36.2,54.6,26.3,4.0
42,1,10/03/1994,120100,0.2,,5.6,76.8,7.94,13.5,22.5,27.4,19.0
43,1,10/03/1994,120100,2.0,,5.7,80.9,8.21,22.1,35.2,26.7,21.0
44,1,10/03/1994,120100,4.0,,6.4,95.6,8.33,32.0,49.0,26.6,17.0
45,1,10/03/1994,120100,5.0,,6.2,94.5,8.37,34.4,52.2,26.7,17.0
46,1,21/04/1994,115100,0.2,,6.6,93.5,8.28,34.6,52.5,23.1,1.0
47,1,21/04/1994,115100,2.0,,6.5,92.5,8.31,34.8,52.7,22.9,2.0
48,1,21/04/1994,115100,4.0,,6.5,91.8,8.32,34.9,52.9,22.9,2.0
49,1,21/04/1994,115100,6.0,,6.4,91.7,8.33,35.1,53.2,22.8,3.0
50,1,21/04/1994,115100,8.0,,6.7,94.9,8.35,35.6,53.8,22.8,2.0
51,1,19/05/1994,131500,0.2,,7.2,102.2,8.26,35.6,53.9,22.5,6.0
52,1,19/05/1994,131500,2.0,,7.2,101.4,8.29,35.8,54.1,22.3,6.0
53,1,19/05/1994,131500,4.0,,7.2,100.7,8.3,35.7,54.0,21.9,5.0
54,1,19/05/1994,131500,6.0,,7.2,100.3,8.3,35.6,53.9,21.8,6.0
55,1,9/06/1994,114800,0.2,,6.6,91.8,8.05,35.4,53.6,21.3,4.0
56,1,9/06/1994,114800,2.0,,6.6,91.7,8.07,35.4,53.6,21.3,4.0
57,1,9/06/1994,114800,4.0,,6.6,91.5,8.09,35.5,53.7,21.3,6.0
58,1,9/06/1994,114800,6.0,,6.6,91.3,8.09,35.5,53.8,21.3,6.0
59,1,9/06/1994,114800,7.5,,6.6,91.2,8.1,35.5,53.8,21.3,14.0
60,1,21/07/1994,113300,0.2,,7.2,94.9,8.35,35.8,54.1,18.4,3.0
61,1,21/07/1994,113300,2.0,,7.3,95.7,8.37,35.8,54.1,18.4,2.0
62,1,21/07/1994,113300,4.0,,7.3,96.1,8.38,35.8,54.2,18.4,2.0
63,1,21/07/1994,113300,6.0,,7.2,95.1,8.4,35.8,54.1,18.4,3.0
64,1,21/07/1994,113300,8.0,,7.2,95.0,8.4,35.8,54.1,18.4,5.0
65,1,18/08/1994,121000,0.2,,7.3,95.3,8.64,35.3,53.5,18.1,4.0
66,1,18/08/1994,121000,2.0,,7.3,95.6,8.65,35.4,53.6,18.0,4.0
67,1,18/08/1994,121000,4.0,,7.3,95.4,8.67,35.4,53.6,18.0,4.0
68,1,15/09/1994,120200,0.2,,7.2,101.7,8.39,36.2,54.7,22.0,6.0
69,1,15/09/1994,120200,2.0,,7.2,102.0,8.43,36.3,54.8,22.0,5.0
70,1,15/09/1994,120200,4.0,,7.2,102.1,8.45,36.3,54.7,22.1,5.0
71,1,15/09/1994,120200,6.0,,7.2,102.3,8.47,36.3,54.7,22.1,6.0
72,1,15/09/1994,120200,8.0,,7.2,102.2,8.48,36.3,54.7,22.0,10.0
73,1,18/10/1994,94100,0.2,,6.4,92.3,8.18,36.9,55.5,22.7,3.0
74,1,18/10/1994,94100,2.0,,6.4,92.1,8.2,36.9,55.5,22.7,4.0
75,1,18/10/1994,94100,4.0,,6.4,91.7,8.2,36.8,55.5,22.7,4.0
76,1,18/10/1994,94100,6.0,,6.4,91.7,8.21,36.8,55.4,22.7,8.0
77,1,18/10/1994,94100,8.0,,6.4,91.6,8.21,36.8,55.4,22.7,7.0
78,1,17/11/1994,115800,0.2,,6.2,96.2,8.26,37.2,55.9,26.8,6.0
79,1,17/11/1994,115800,2.0,,6.2,95.4,8.27,37.4,56.2,26.7,12.0
80,1,17/11/1994,115800,4.0,,6.2,95.2,8.27,37.4,56.2,26.7,10.0
81,1,17/11/1994,115800,6.0,,6.1,94.7,8.27,37.4,56.2,26.7,10.0
82,1,17/11/1994,115800,8.0,,6.2,95.3,8.27,37.4,56.2,26.7,8.0
83,1,13/12/1994,83600,0.2,,6.2,93.8,8.34,37.8,56.7,25.3,4.0
84,1,13/12/1994,83600,2.0,,6.2,93.1,8.35,37.9,56.9,25.3,6.0
85,1,13/12/1994,83600,4.0,,6.2,93.1,8.36,37.9,56.9,25.3,6.0
86,1,13/12/1994,83600,6.0,,6.2,93.2,8.36,37.9,56.9,25.3,5.0
87,1,13/12/1994,83600,8.0,,6.2,93.3,8.37,37.9,56.9,25.3,5.0
88,1,19/01/1995,115400,0.2,,6.2,97.0,8.43,38.3,57.3,27.7,4.0
89,1,19/01/1995,115400,2.0,,6.0,94.2,8.44,38.3,57.3,27.7,4.0
90,1,19/01/1995,115400,4.0,,6.0,93.9,8.44,38.3,57.4,27.7,4.0
91,1,19/01/1995,115400,6.0,,6.0,94.2,8.44,38.3,57.4,27.7,4.0
92,1,14/02/1995,93800,0.2,,5.6,81.5,8.09,33.3,50.7,24.6,11.0
93,1,14/02/1995,93800,2.0,,5.7,83.2,8.13,34.3,52.1,24.7,16.0
94,1,14/02/1995,93800,4.0,,5.8,84.3,8.14,34.4,52.2,24.7,16.0
95,1,16/03/1995,111100,0.2,,6.4,95.5,8.2,35.3,53.4,25.5,8.0
96,1,16/03/1995,111100,2.0,,6.4,95.5,8.2,35.4,53.6,25.5,6.0
97,1,16/03/1995,111100,4.0,,6.4,95.5,8.2,35.4,53.6,25.5,7.0
98,1,16/03/1995,111100,6.0,,6.3,94.0,8.2,35.4,53.6,25.5,8.0
99,1,16/03/1995,111100,8.0,,6.4,95.5,8.2,35.4,53.6,25.5,9.0
100,1,5/04/1995,123400,0.2,,6.2,94.2,8.63,35.7,53.9,26.3,4.0
101,1,5/04/1995,123400,2.0,,6.2,94.6,8.64,35.7,53.9,26.3,3.0
102,1,5/04/1995,123400,4.0,,6.2,94.1,8.64,35.7,53.9,26.3,3.0
103,1,5/04/1995,123400,6.0,,6.1,91.7,8.63,35.7,54.0,26.1,5.0
104,1,11/05/1995,82000,0.2,,6.5,90.0,8.1,35.2,53.3,21.2,4.0
105,1,11/05/1995,82000,2.0,,6.6,91.1,8.12,35.3,53.5,21.2,5.0
106,1,11/05/1995,82000,4.0,,6.6,91.5,8.13,35.7,54.0,21.2,5.0
107,1,11/05/1995,82000,6.0,,6.6,91.3,8.13,35.7,54.0,21.2,5.0
108,1,11/05/1995,82000,8.0,,6.6,91.4,8.13,34.8,52.8,21.2,6.0
109,1,31/05/1995,110700,0.2,,6.9,95.9,8.38,36.9,55.6,20.8,1.0
110,1,31/05/1995,110700,10.0,,6.8,94.8,8.39,37.0,55.7,20.8,2.0
111,1,31/05/1995,110700,2.0,,7.0,96.5,8.37,36.9,55.5,20.8,3.0
112,1,31/05/1995,110700,4.0,,6.9,96.3,8.38,36.9,55.6,20.8,1.0
113,1,31/05/1995,110700,6.0,,6.9,95.9,8.38,37.0,55.7,20.8,1.0
114,1,31/05/1995,110700,8.0,,6.9,95.5,8.38,37.0,55.6,20.8,2.0
115,1,13/07/1995,114700,0.2,,7.3,96.7,8.37,36.3,54.8,18.2,2.0
116,1,13/07/1995,114700,2.0,,7.4,97.1,8.38,36.2,54.7,18.2,3.0
117,1,13/07/1995,114700,4.0,,7.3,96.3,8.38,36.2,54.7,18.2,3.0
118,1,13/07/1995,114700,6.0,,7.3,96.2,8.38,36.2,54.7,18.2,3.0
119,1,13/07/1995,114700,7.0,,7.3,96.8,8.39,36.2,54.7,18.2,3.0
120,1,8/08/1995,93000,0.2,,7.1,89.5,8.46,37.0,55.6,15.5,1.0
121,1,8/08/1995,93000,2.0,,7.2,91.0,8.46,37.0,55.6,15.5,1.0
122,1,8/08/1995,93000,4.0,,7.2,90.1,8.47,37.1,55.9,15.5,1.0
123,1,8/08/1995,93000,6.0,,7.2,90.1,8.46,37.1,55.8,15.5,2.0
124,1,8/08/1995,93000,8.0,,7.1,89.7,8.45,37.1,55.8,15.5,2.0
125,1,14/09/1995,95200,0.2,,6.9,96.2,8.19,36.5,55.0,21.1,5.0
126,1,14/09/1995,95200,2.0,,6.9,96.1,8.21,36.6,55.1,21.0,6.0
127,1,14/09/1995,95200,4.0,,7.0,97.0,8.2,36.5,55.1,21.0,6.0
128,1,14/09/1995,95200,6.0,,7.0,97.7,8.21,36.5,55.1,21.0,11.0
129,1,14/09/1995,95200,8.0,,7.2,99.6,8.21,36.5,55.1,21.0,10.0
130,1,10/10/1995,100300,0.2,,6.3,90.0,8.28,36.3,54.8,22.4,2.0
131,1,10/10/1995,100300,2.0,,6.3,89.2,8.33,36.4,54.9,22.3,2.0
132,1,10/10/1995,100300,4.0,,6.3,89.5,8.36,36.5,55.0,22.3,2.0
133,1,10/10/1995,100300,6.0,,6.3,89.5,8.37,36.5,55.0,22.3,3.0
134,1,10/10/1995,100300,8.0,,6.3,90.0,8.38,36.5,55.0,22.3,2.0
135,1,16/11/1995,114300,0.2,,6.6,101.5,8.3,37.4,56.2,26.2,4.0
136,1,16/11/1995,114300,2.0,,6.7,102.7,8.28,37.4,56.2,26.2,4.0
137,1,16/11/1995,114300,4.0,,6.7,102.7,8.26,37.4,56.2,26.2,4.0
138,1,16/11/1995,114300,6.0,,6.5,99.9,8.24,37.5,56.3,26.1,4.0
139,1,16/11/1995,114300,8.0,,6.5,99.2,8.25,37.5,56.4,26.1,5.0
140,1,7/12/1995,102500,0.2,,5.9,90.1,8.11,34.0,51.7,27.3,10.0
141,1,7/12/1995,102500,2.0,,6.0,91.2,8.15,34.4,52.3,27.3,11.0
142,1,7/12/1995,102500,4.0,,5.9,91.0,8.19,35.7,54.0,27.1,15.0
143,1,7/12/1995,102500,6.0,,5.9,91.2,8.2,35.7,54.0,27.1,17.0
144,1,7/12/1995,102500,8.0,,5.9,90.9,8.22,35.8,54.1,27.1,23.0
145,1,18/01/1996,141800,0.2,,6.3,86.8,7.79,12.0,20.1,28.5,13.0
146,1,18/01/1996,141800,2.0,,6.0,90.5,8.04,31.7,48.5,27.4,18.0
147,1,18/01/1996,141800,4.0,,5.8,88.6,8.08,34.1,51.8,27.2,21.0
148,1,18/01/1996,141800,6.0,,6.0,91.9,8.13,35.0,53.0,27.2,35.0
149,1,6/02/1996,93800,0.2,,5.9,91.5,8.25,30.9,47.5,29.4,8.0
150,1,6/02/1996,93800,10.0,,5.7,90.0,8.32,35.8,54.1,29.1,37.0
151,1,6/02/1996,93800,2.0,,5.8,91.2,8.29,34.2,52.0,29.0,14.0
152,1,6/02/1996,93800,4.0,,5.7,90.8,8.31,35.4,53.6,29.3,22.0
153,1,6/02/1996,93800,6.0,,5.7,91.1,8.32,35.7,54.0,29.1,23.0
154,1,6/02/1996,93800,8.0,,5.7,90.1,8.32,35.8,54.1,29.1,26.0
155,1,5/03/1996,90500,0.2,,6.2,92.6,8.18,36.2,54.6,25.6,7.0
156,1,5/03/1996,90500,2.0,,6.2,93.7,8.23,36.3,54.8,25.6,8.0
157,1,5/03/1996,90500,4.0,,6.2,93.9,8.24,36.3,54.8,25.6,9.0
158,1,5/03/1996,90500,6.0,,6.2,93.6,8.25,36.4,54.8,25.6,9.0
159,1,5/03/1996,90500,8.0,,6.2,93.8,8.25,36.3,54.8,25.6,9.0
160,1,19/04/1996,102400,0.2,,6.3,93.9,7.88,37.6,56.5,25.06,3.0
161,1,19/04/1996,102400,2.0,,6.2,93.4,7.88,37.7,56.6,25.0,3.0
162,1,19/04/1996,102400,4.0,,6.2,92.4,7.89,37.7,56.6,24.81,4.0
163,1,16/05/1996,123800,0.2,,5.8,80.5,8.1,31.7,48.5,22.8,21.0
164,1,16/05/1996,123800,2.0,,5.9,81.7,8.11,31.8,48.7,22.8,24.0
165,1,16/05/1996,123800,4.0,,5.9,82.3,8.14,32.4,49.5,22.7,27.0
166,1,16/05/1996,123800,6.0,,5.9,82.2,8.17,32.9,50.3,22.7,33.0
167,1,16/05/1996,123800,8.0,,5.9,83.3,8.19,33.7,51.3,22.6,35.0
168,1,18/06/1996,110600,0.2,,7.4,99.5,8.23,34.6,52.5,19.9,3.0
169,1,18/06/1996,110600,10.0,,7.1,95.5,8.27,35.3,53.4,19.5,5.0
170,1,18/06/1996,110600,10.5,,7.1,95.6,8.28,35.2,53.4,19.5,10.0
171,1,18/06/1996,110600,2.0,,7.3,97.4,8.24,35.0,53.0,19.5,4.0
172,1,18/06/1996,110600,4.0,,7.2,96.2,8.24,35.2,53.3,19.4,4.0
173,1,18/06/1996,110600,6.0,,7.1,95.7,8.26,35.2,53.3,19.5,3.0
174,1,18/06/1996,110600,8.0,,7.1,95.8,8.26,35.2,53.3,19.5,4.0
175,1,18/07/1996,111000,0.2,,7.4,93.7,7.89,36.3,54.8,16.38,0.0
176,1,18/07/1996,111000,2.0,,7.2,91.7,7.89,36.3,54.8,16.08,0.0
177,1,18/07/1996,111000,4.0,,7.2,90.9,7.89,36.3,54.8,15.88,0.0
178,1,18/07/1996,111000,4.5,,7.2,91.1,7.89,36.3,54.8,15.89,0.0
179,1,13/08/1996,95100,0.2,,7.2,95.3,8.15,35.4,53.6,18.5,2.0
180,1,13/08/1996,95100,10.0,,7.4,96.5,8.19,35.3,53.5,18.3,23.0
181,1,13/08/1996,95100,2.0,,7.3,96.3,8.17,35.7,54.0,18.4,3.0
182,1,13/08/1996,95100,4.0,,7.3,96.3,8.18,35.4,53.6,18.4,3.0
183,1,13/08/1996,95100,6.0,,7.3,96.0,8.18,35.3,53.4,18.4,10.0
184,1,13/08/1996,95100,8.0,,7.3,95.7,8.19,35.4,53.6,18.3,10.0
185,1,26/09/1996,95600,0.2,,6.6,92.4,8.36,36.0,54.4,21.6,9.0
186,1,26/09/1996,95600,10.0,,6.6,91.8,8.53,36.0,54.4,21.6,12.0
187,1,26/09/1996,95600,2.0,,6.5,91.6,8.42,36.0,54.4,21.6,11.0
188,1,26/09/1996,95600,4.0,,6.6,91.8,8.47,36.0,54.4,21.6,13.0
189,1,26/09/1996,95600,6.0,,6.6,92.2,8.5,36.0,54.4,21.6,12.0
190,1,26/09/1996,95600,8.0,,6.6,92.2,8.52,36.0,54.4,21.6,12.0
191,1,22/10/1996,91600,0.2,,6.9,98.0,8.16,34.2,52.0,23.2,7.0
192,1,22/10/1996,91600,2.0,,6.8,96.6,8.19,34.4,52.3,23.1,8.0
193,1,22/10/1996,91600,4.0,,6.7,95.8,8.22,35.1,53.2,22.9,10.0
194,1,22/10/1996,91600,6.0,,6.7,95.7,8.23,35.2,53.3,22.9,14.0
195,1,22/10/1996,91600,8.0,,6.7,95.6,8.24,35.3,53.5,22.8,12.0
196,1,22/10/1996,91600,9.0,,6.7,95.1,8.25,35.3,53.5,22.8,16.0
197,1,21/11/1996,90400,0.2,,6.3,93.7,7.93,37.3,56.1,24.93,7.0
198,1,21/11/1996,90400,2.0,,6.2,92.8,7.94,37.3,56.1,24.94,12.0
199,1,21/11/1996,90400,4.0,,6.2,92.6,7.95,37.3,56.1,24.93,12.0
200,1,21/11/1996,90400,6.0,,6.2,92.0,7.95,37.1,55.8,24.87,13.0
201,1,10/12/1996,93500,0.2,,6.2,93.5,8.38,35.7,54.0,26.4,6.0
202,1,10/12/1996,93500,2.0,,6.2,93.5,8.38,35.8,54.2,26.4,8.0
203,1,10/12/1996,93500,4.0,,6.1,93.1,8.39,35.9,54.3,26.3,7.0
204,1,10/12/1996,93500,6.0,,6.1,93.2,8.39,35.9,54.2,26.3,10.0
205,1,10/12/1996,93500,8.0,,6.1,93.2,8.38,35.9,54.2,26.3,16.0
206,1,23/01/1997,94700,0.2,,6.3,94.1,8.05,35.8,54.1,25.58,0.0
207,1,23/01/1997,94700,2.0,,6.2,93.2,8.06,35.8,54.1,25.52,0.0
208,1,23/01/1997,94700,4.0,,6.2,92.7,8.06,35.8,54.1,25.5,0.0
209,1,23/01/1997,94700,6.0,,6.1,91.5,8.06,35.9,54.2,25.2,0.0
210,1,18/02/1997,92300,0.2,,5.8,91.7,8.33,36.5,55.0,29.0,4.0
211,1,18/02/1997,92300,2.0,,5.8,92.8,8.33,36.6,55.1,29.0,4.0
212,1,18/02/1997,92300,4.0,,5.8,92.5,8.33,36.6,55.2,29.0,4.0
213,1,18/02/1997,92300,6.0,,5.8,92.6,8.34,36.5,55.1,29.0,3.0
214,1,18/02/1997,92300,8.0,,5.8,92.6,8.34,36.5,55.1,29.0,4.0
215,1,13/03/1997,91900,0.2,,6.1,90.7,8.2,36.0,54.4,25.0,6.0
216,1,13/03/1997,91900,10.0,,6.0,89.3,8.2,36.3,54.8,25.0,10.0
217,1,13/03/1997,91900,2.0,,6.1,90.3,8.2,36.0,54.4,25.0,9.0
218,1,13/03/1997,91900,4.0,,6.1,90.3,8.2,35.9,54.3,25.0,9.0
219,1,13/03/1997,91900,6.0,,6.1,90.2,8.2,35.9,54.3,25.0,9.0
220,1,13/03/1997,91900,8.0,,6.0,89.7,8.2,36.2,54.7,25.0,8.0
221,1,10/04/1997,110900,0.2,,6.2,90.5,8.28,35.9,54.2,24.5,2.0
222,1,10/04/1997,110900,2.0,,6.2,90.6,8.29,35.9,54.2,24.5,3.0
223,1,10/04/1997,110900,4.0,,6.1,90.2,8.3,35.9,54.2,24.5,3.0
224,1,10/04/1997,110900,5.5,,6.1,89.7,8.31,35.9,54.3,24.5,3.0
225,1,15/05/1997,131700,0.2,,6.6,92.4,8.4,36.2,54.6,21.5,0.0
226,1,15/05/1997,131700,2.0,,6.6,92.1,8.4,36.2,54.7,21.5,1.0
227,1,15/05/1997,131700,4.0,,6.6,92.0,8.4,36.2,54.7,21.5,1.0
228,1,15/05/1997,131700,6.0,,6.6,91.8,8.39,36.2,54.7,21.5,1.0
229,1,15/05/1997,131700,8.0,,6.6,92.2,8.39,36.3,54.8,21.4,1.0
230,1,15/05/1997,131700,9.5,,6.6,92.6,8.39,36.4,54.8,21.4,1.0
231,1,5/06/1997,105100,0.2,,7.0,95.7,8.11,35.3,53.5,20.3,0.0
232,1,5/06/1997,105100,10.0,,6.9,93.8,8.12,35.4,53.6,20.22,4.0
233,1,5/06/1997,105100,2.0,,7.0,95.5,8.11,35.4,53.6,20.3,0.0
234,1,5/06/1997,105100,4.0,,7.0,95.0,8.11,35.4,53.6,20.23,1.0
235,1,5/06/1997,105100,6.0,,6.9,94.1,8.12,35.4,53.6,20.24,2.0
236,1,5/06/1997,105100,8.0,,6.9,93.8,8.12,35.4,53.6,20.22,3.0
237,1,17/07/1997,90500,0.2,,7.2,94.5,8.13,35.1,53.2,18.3,3.0
238,1,17/07/1997,90500,2.0,,7.2,94.3,8.13,35.1,53.2,18.32,3.0
239,1,17/07/1997,90500,4.0,,7.2,94.3,8.14,35.1,53.2,18.3,3.0
240,1,17/07/1997,90500,6.0,,7.1,92.5,8.14,35.1,53.2,18.06,3.0
241,1,17/07/1997,90500,8.0,,7.1,92.6,8.14,35.1,53.2,18.06,3.0
242,1,21/08/1997,112400,0.2,,6.9,93.4,8.24,36.1,54.5,20.0,1.0
243,1,21/08/1997,112400,10.0,,6.9,94.3,8.28,36.1,54.5,19.9,1.0
244,1,21/08/1997,112400,2.0,,6.9,94.3,8.25,36.1,54.4,20.0,1.0
245,1,21/08/1997,112400,4.0,,6.9,94.0,8.26,36.0,54.4,20.0,1.0
246,1,21/08/1997,112400,6.0,,6.9,94.4,8.26,36.1,54.5,19.9,1.0
247,1,21/08/1997,112400,8.0,,7.0,94.5,8.27,36.1,54.5,19.9,1.0
248,1,29/09/1997,100000,0.2,,6.3,90.4,7.98,35.6,53.8,23.47,7.0
249,1,29/09/1997,100000,2.0,,6.3,90.6,7.98,35.6,53.8,23.47,5.0
250,1,29/09/1997,100000,4.0,,6.2,89.8,7.99,35.6,53.8,23.47,10.0
251,1,29/09/1997,100000,6.0,,6.3,91.0,8.0,35.6,53.8,23.43,10.0
252,1,29/09/1997,100000,8.0,,6.3,90.6,8.0,35.6,53.8,23.42,10.0
253,1,29/09/1997,100000,9.0,,6.2,89.8,8.0,35.6,53.8,23.42,14.0
254,1,29/10/1997,94400,0.2,,6.6,95.7,8.01,36.9,55.5,23.66,9.0
255,1,29/10/1997,94400,2.0,,6.5,94.7,8.01,36.9,55.5,23.56,8.0
256,1,29/10/1997,94400,4.0,,6.5,94.2,8.01,36.9,55.5,23.53,9.0
257,1,29/10/1997,94400,6.0,,6.4,93.7,8.01,36.9,55.5,23.51,9.0
258,1,29/10/1997,94400,7.0,,6.4,93.6,8.01,36.9,55.5,23.5,10.0
259,1,27/11/1997,91600,0.2,,6.7,100.4,7.98,32.8,50.0,26.58,3.0
260,1,27/11/1997,91600,2.0,,6.7,101.5,8.0,36.2,54.6,26.12,6.0
261,1,27/11/1997,91600,4.0,,6.7,101.0,8.0,36.4,54.9,26.09,9.0
262,1,27/11/1997,91600,6.0,,6.6,100.3,8.0,36.6,55.2,26.07,12.0
263,1,27/11/1997,91600,8.0,,6.6,100.3,8.01,36.7,55.3,26.06,12.0
264,1,12/12/1997,91600,0.2,,6.2,94.3,7.97,37.6,56.5,26.22,9.0
265,1,12/12/1997,91600,2.0,,6.1,93.5,7.99,37.7,56.6,26.2,18.0
266,1,12/12/1997,91600,4.0,,6.0,92.3,7.99,37.6,56.5,26.21,18.0
267,1,12/12/1997,91600,6.0,,6.0,92.2,7.99,37.6,56.5,26.19,19.0
268,1,12/12/1997,91600,8.0,,6.0,91.6,7.99,37.6,56.5,26.18,46.0
269,1,9/01/1998,93000,0.2,,6.2,95.3,8.02,39.0,58.3,26.33,10.0
270,1,9/01/1998,93000,2.0,,6.1,94.7,8.02,39.0,58.3,26.32,4.0
271,1,9/01/1998,93000,4.0,,6.1,94.5,8.02,39.0,58.3,26.29,5.0
272,1,9/01/1998,93000,6.0,,6.1,94.4,8.02,39.0,58.3,26.29,5.0
273,1,9/01/1998,93000,8.0,,6.1,93.8,8.03,39.1,58.4,26.28,8.0
274,1,6/02/1998,93000,0.2,,5.9,94.2,8.12,33.9,51.6,30.1,0.0
275,1,6/02/1998,93000,2.0,,5.9,93.5,8.14,35.3,53.5,29.63,0.0
276,1,6/02/1998,93000,4.0,,5.4,88.4,8.15,37.5,56.4,29.92,0.0
277,1,9/03/1998,101500,0.2,,5.9,92.1,8.02,37.0,55.7,27.79,0.0
278,1,9/03/1998,101500,2.0,,5.8,91.3,8.03,37.5,56.3,27.65,0.0
279,1,9/03/1998,101500,4.0,,5.9,91.7,8.04,37.6,56.5,27.65,0.0
280,1,9/03/1998,101500,6.0,,5.9,93.1,8.04,37.7,56.6,27.65,0.0
281,1,9/03/1998,101500,8.0,,5.7,89.8,8.04,37.8,56.7,27.64,0.0
282,1,7/04/1998,103200,0.2,,6.3,95.5,7.99,39.7,59.1,25.38,0.0
283,1,7/04/1998,103200,2.0,,6.2,94.0,7.99,39.7,59.1,25.35,1.0
284,1,7/04/1998,103200,4.0,,6.1,93.6,8.0,39.7,59.1,25.35,2.0
285,1,7/04/1998,103200,6.0,,6.1,93.2,8.0,39.7,59.1,25.35,3.0
286,1,7/04/1998,103200,8.0,,6.1,92.8,8.0,39.7,59.1,25.34,3.0
287,1,7/04/1998,103200,9.0,,6.1,93.0,8.0,39.7,59.1,25.34,4.0
288,1,25/05/1998,95900,0.2,,7.0,96.9,7.83,35.6,53.8,20.79,28.0
289,1,25/05/1998,95900,2.0,,6.8,95.0,7.86,37.0,55.7,21.18,34.0
290,1,25/05/1998,95900,4.0,,6.8,95.2,7.88,37.5,56.4,21.31,51.0
291,1,25/05/1998,95900,6.0,,6.6,93.7,7.93,38.0,57.0,21.4,78.0
292,1,25/05/1998,95900,8.0,,6.7,94.3,7.94,38.2,57.3,21.47,83.0
293,1,23/06/1998,104500,0.2,,7.4,99.0,7.81,35.1,53.2,19.71,47.0
294,1,23/06/1998,104500,2.0,,7.1,95.9,7.82,35.2,53.3,19.68,52.0
295,1,23/06/1998,104500,4.0,,7.0,94.3,7.86,35.5,53.7,19.55,73.0
296,1,21/07/1998,104000,0.2,,7.8,100.0,7.79,29.4,45.4,19.22,10.0
297,1,21/07/1998,104000,2.0,,7.6,98.0,7.81,29.6,45.7,19.09,13.0
298,1,21/07/1998,104000,4.0,,7.5,96.8,7.81,29.7,45.8,19.08,16.0
299,1,21/07/1998,104000,6.0,,7.4,95.5,7.82,29.8,45.9,19.04,20.0
300,1,20/08/1998,91000,0.2,,7.2,99.6,7.84,37.1,55.8,20.54,9.0
301,1,20/08/1998,91000,2.0,,7.2,99.2,7.84,37.1,55.8,20.55,10.0
302,1,20/08/1998,91000,4.0,,7.1,98.0,7.85,37.1,55.8,20.52,12.0
303,1,20/08/1998,91000,6.0,,6.8,93.8,7.85,37.0,55.7,20.5,17.0
304,1,20/08/1998,91000,7.5,,6.8,93.2,7.85,37.0,55.7,20.5,23.0
305,1,17/09/1998,101800,0.2,,6.7,93.8,7.95,34.2,52.0,21.82,4.0
