,Timestamp,Gill Rain mm Tot,Gill TotalDailyRain mm,Gill TotalRain mm,Gill Ws Mean
186,2024/12/27 6:40,0.0,0.0,0.0,1.823
187,2024/12/27 6:50,0.0,0.0,0.0,1.77
188,2024/12/27 7:00,0.0,0.0,0.0,1.831
189,2024/12/27 7:10,0.0,0.0,0.0,2.13
190,2024/12/27 7:20,0.0,0.0,0.0,2.599
191,2024/12/27 7:30,0.0,0.0,0.0,2.055
192,2024/12/27 7:40,0.0,0.0,0.0,2.231
193,2024/12/27 7:50,0.0,0.0,0.0,1.94
194,2024/12/27 8:00,0.0,0.0,0.0,2.388
195,2024/12/27 8:10,0.0,0.0,0.0,2.103
196,2024/12/27 8:20,0.0,0.0,0.0,2.11
197,2024/12/27 8:30,0.0,0.0,0.0,1.835
198,2024/12/27 8:40,0.0,0.0,0.0,1.633
199,2024/12/27 8:50,0.0,0.0,0.0,1.524
200,2024/12/27 9:00,0.0,0.0,0.0,0.95
201,2024/12/27 9:10,0.0,0.0,0.0,1.316
202,2024/12/27 9:20,0.0,0.0,0.0,1.694
203,2024/12/27 9:30,0.0,0.0,0.0,2.172
204,2024/12/27 9:40,0.0,0.0,0.0,2.102
205,2024/12/27 9:50,0.0,0.0,0.0,1.713
206,2024/12/27 10:00,0.0,0.0,0.0,1.546
207,2024/12/27 10:10,0.0,0.0,0.0,1.721
208,2024/12/27 10:20,0.0,0.0,0.0,2.066
209,2024/12/27 10:30,0.0,0.0,0.0,2.389
210,2024/12/27 10:40,0.0,0.0,0.0,1.973
211,2024/12/27 10:50,0.0,0.0,0.0,2.355
212,2024/12/27 11:00,0.0,0.0,0.0,2.63
213,2024/12/27 11:10,0.0,0.0,0.0,3.137
214,2024/12/27 11:20,0.0,0.0,0.0,3.235
215,2024/12/27 11:30,0.0,0.0,0.0,3.002
216,2024/12/27 11:40,0.0,0.0,0.0,3.197
217,2024/12/27 11:50,0.0,0.0,0.0,3.121
218,2024/12/27 12:00,0.0,0.0,0.0,3.238
219,2024/12/27 12:00,0.0,0.0,0.0,3.238
220,2024/12/27 12:10,0.0,0.0,0.0,2.707
221,2024/12/27 12:20,0.0,0.0,0.0,3.159
222,2024/12/27 12:30,0.0,0.0,0.0,3.597
223,2024/12/27 12:40,0.0,0.0,0.0,3.491
224,2024/12/27 12:50,0.0,0.0,0.0,3.268
225,2024/12/27 13:00,0.0,0.0,0.0,3.039
226,2024/12/27 13:10,0.0,0.0,0.0,3.637
227,2024/12/27 13:20,0.0,0.0,0.0,3.131
228,2024/12/27 13:30,0.0,0.0,0.0,2.916
229,2024/12/27 13:40,0.0,0.0,0.0,3.448
230,2024/12/27 13:50,0.0,0.0,0.0,3.012
231,2024/12/27 14:00,0.0,0.0,0.0,3.254
232,2024/12/27 14:10,0.0,0.0,0.0,3.83
233,2024/12/27 14:20,0.0,0.0,0.0,3.395
234,2024/12/27 14:30,0.0,0.0,0.0,3.024
235,2024/12/27 14:40,0.0,0.0,0.0,3.015
236,2024/12/27 14:50,0.0,0.0,0.0,2.705
237,2024/12/27 15:00,0.0,0.0,0.0,2.808
238,2024/12/27 15:10,0.0,0.0,0.0,2.91
239,2024/12/27 15:20,0.0,0.0,0.0,3.384
240,2024/12/27 15:30,0.0,0.0,0.0,3.513
241,2024/12/27 15:40,0.0,0.0,0.0,3.295
242,2024/12/27 15:50,0.0,0.0,0.0,3.57
243,2024/12/27 16:00,0.0,0.0,0.0,3.653
244,2024/12/27 16:10,0.0,0.0,0.0,3.252
245,2024/12/27 16:20,0.0,0.0,0.0,3.348
246,2024/12/27 16:30,0.0,0.0,0.0,3.713
247,2024/12/27 16:40,0.0,0.0,0.0,3.385
248,2024/12/27 16:50,0.0,0.0,0.0,3.289
249,2024/12/27 17:00,0.0,0.0,0.0,3.299
250,2024/12/27 17:10,0.0,0.0,0.0,2.915
251,2024/12/27 17:20,0.0,0.0,0.0,3.604
252,2024/12/27 17:30,0.0,0.0,0.0,3.474
253,2024/12/27 17:40,0.0,0.0,0.0,3.559
254,2024/12/27 17:50,0.0,0.0,0.0,3.389
255,2024/12/27 18:00,0.0,0.0,0.0,3.257
256,2024/12/27 18:10,0.0,0.0,0.0,3.295
257,2024/12/27 18:20,0.0,0.0,0.0,3.715
258,2024/12/27 18:30,0.0,0.0,0.0,2.775
259,2024/12/27 18:40,0.0,0.0,0.0,2.804
260,2024/12/27 18:50,0.0,0.0,0.0,2.189
261,2024/12/27 19:00,0.0,0.0,0.0,1.503
262,2024/12/27 19:10,0.0,0.0,0.0,1.295
263,2024/12/27 19:20,0.0,0.0,0.0,0.795
264,2024/12/27 19:30,0.0,0.0,0.0,1.047
265,2024/12/27 19:40,0.0,0.0,0.0,1.129
266,2024/12/27 19:50,0.0,0.0,0.0,1.284
267,2024/12/27 20:00,0.0,0.0,0.0,1.254
268,2024/12/27 20:10,0.0,0.0,0.0,1.354
269,2024/12/27 20:20,0.0,0.0,0.0,1.482
270,2024/12/27 20:30,0.0,0.0,0.0,1.19
271,2024/12/27 20:40,0.0,0.0,0.0,0.883
272,2024/12/27 20:50,0.0,0.0,0.0,0.605
273,2024/12/27 21:00,0.0,0.0,0.0,0.936
274,2024/12/27 21:10,0.0,0.0,0.0,0.747
275,2024/12/27 21:20,0.0,0.0,0.0,0.531
276,2024/12/27 21:30,0.0,0.0,0.0,0.654
277,2024/12/27 21:40,0.0,0.0,0.0,0.714
278,2024/12/27 21:50,0.0,0.0,0.0,0.503
279,2024/12/27 22:00,0.0,0.0,0.0,0.68
280,2024/12/27 22:10,0.0,0.0,0.0,0.842
281,2024/12/27 22:20,0.0,0.0,0.0,0.689
282,2024/12/27 22:30,0.0,0.0,0.0,0.692
283,2024/12/27 22:40,0.0,0.0,0.0,0.435
284,2024/12/27 22:50,0.0,0.0,0.0,0.662
285,2024/12/27 23:00,0.0,0.0,0.0,0.429
286,2024/12/27 23:10,0.0,0.0,0.0,0.479
287,2024/12/27 23:20,0.0,0.0,0.0,0.767
288,2024/12/27 23:30,0.0,0.0,0.0,0.568
289,2024/12/27 23:40,0.0,0.0,0.0,0.565
290,2024/12/27 23:50,0.0,0.0,0.0,0.526
291,2024/12/28 0:00,0.0,0.0,0.0,0.624
292,2024/12/28 0:10,0.0,0.0,0.0,0.351
293,2024/12/28 0:20,0.0,0.0,0.0,0.553
294,2024/12/28 0:30,0.0,0.0,0.0,0.573
295,2024/12/28 0:40,0.0,0.0,0.0,0.302
296,2024/12/28 0:50,0.0,0.0,0.0,0.538
297,2024/12/28 1:00,0.0,0.0,0.0,0.602
298,2024/12/28 1:10,0.0,0.0,0.0,0.466
299,2024/12/28 1:20,0.0,0.0,0.0,0.402
300,2024/12/28 1:30,0.0,0.0,0.0,0.635
301,2024/12/28 1:40,0.0,0.0,0.0,0.499
302,2024/12/28 1:50,0.0,0.0,0.0,0.521
303,2024/12/28 2:00,0.0,0.0,0.0,0.358
304,2024/12/28 2:10,0.0,0.0,0.0,0.616
305,2024/12/28 2:20,0.0,0.0,0.0,0.554
306,2024/12/28 2:30,0.0,0.0,0.0,0.603
307,2024/12/28 2:40,0.0,0.0,0.0,0.415
308,2024/12/28 2:50,0.0,0.0,0.0,0.377
309,2024/12/28 3:00,0.0,0.0,0.0,0.317
310,2024/12/28 3:10,0.0,0.0,0.0,0.453
311,2024/12/28 3:20,0.0,0.0,0.0,0.304
312,2024/12/28 3:30,0.0,0.0,0.0,0.482
313,2024/12/28 3:40,0.0,0.0,0.0,0.479
314,2024/12/28 3:50,0.0,0.0,0.0,0.395
315,2024/12/28 4:00,0.0,0.0,0.0,0.563
316,2024/12/28 4:10,0.0,0.0,0.0,0.383
317,2024/12/28 4:20,0.0,0.0,0.0,0.556
318,2024/12/28 4:30,0.0,0.0,0.0,0.528
319,2024/12/28 4:40,0.0,0.0,0.0,0.59
320,2024/12/28 4:50,0.0,0.0,0.0,0.461
321,2024/12/28 5:00,0.0,0.0,0.0,1.12
322,2024/12/28 5:10,0.0,0.0,0.0,1.249
323,2024/12/28 5:20,0.0,0.0,0.0,1.585
324,2024/12/28 5:30,0.0,0.0,0.0,1.425
325,2024/12/28 5:40,0.0,0.0,0.0,1.74
326,2024/12/28 5:50,0.0,0.0,0.0,1.644
327,2024/12/28 6:00,0.0,0.0,0.0,1.807
328,2024/12/28 6:10,0.0,0.0,0.0,1.235
329,2024/12/28 6:20,0.0,0.0,0.0,1.288
330,2024/12/28 6:30,0.0,0.0,0.0,1.495
331,2024/12/28 6:40,0.0,0.0,0.0,0.583
332,2024/12/28 6:50,0.0,0.0,0.0,0.967
333,2024/12/28 7:00,0.0,0.0,0.0,1.559
334,2024/12/28 7:10,0.0,0.0,0.0,2.125
335,2024/12/28 7:20,0.0,0.0,0.0,1.402
336,2024/12/28 7:30,0.0,0.0,0.0,1.098
337,2024/12/28 7:40,0.0,0.0,0.0,1.047
338,2024/12/28 7:50,0.0,0.0,0.0,1.123
339,2024/12/28 8:00,0.0,0.0,0.0,1.762
340,2024/12/28 8:10,0.0,0.0,0.0,1.516
341,2024/12/28 8:20,0.0,0.0,0.0,1.482
342,2024/12/28 8:30,0.0,0.0,0.0,1.168
343,2024/12/28 8:40,0.0,0.0,0.0,0.876
344,2024/12/28 8:50,0.0,0.0,0.0,1.22
345,2024/12/28 9:00,0.0,0.0,0.0,0.752
346,2024/12/28 9:10,0.0,0.0,0.0,0.444
347,2024/12/28 9:20,0.0,0.0,0.0,0.378
348,2024/12/28 9:30,0.0,0.0,0.0,0.517
349,2024/12/28 9:40,0.0,0.0,0.0,2.018
350,2024/12/28 9:50,0.0,0.0,0.0,2.803
351,2024/12/28 10:00,0.0,0.0,0.0,2.938
352,2024/12/28 10:10,0.0,0.0,0.0,2.846
353,2024/12/28 10:20,0.0,0.0,0.0,3.077
354,2024/12/28 10:30,0.0,0.0,0.0,2.965
355,2024/12/28 10:40,0.0,0.0,0.0,3.433
356,2024/12/28 10:50,0.0,0.0,0.0,3.356
357,2024/12/28 11:00,0.0,0.0,0.0,3.689
358,2024/12/28 11:10,0.0,0.0,0.0,3.512
359,2024/12/28 11:20,0.0,0.0,0.0,3.34
360,2024/12/28 11:30,0.0,0.0,0.0,3.23
361,2024/12/28 11:40,0.0,0.0,0.0,3.16
362,2024/12/28 11:50,0.0,0.0,0.0,2.715
363,2024/12/28 11:50,0.0,0.0,0.0,2.715
364,2024/12/28 12:00,0.0,0.0,0.0,2.679
365,2024/12/28 12:10,0.0,0.0,0.0,2.81
366,2024/12/28 12:20,0.0,0.0,0.0,3.133
367,2024/12/28 12:30,0.0,0.0,0.0,2.513
368,2024/12/28 12:40,0.0,0.0,0.0,2.34
369,2024/12/28 12:50,0.0,0.0,0.0,2.592
370,2024/12/28 13:00,0.0,0.0,0.0,3.385
371,2024/12/28 13:10,0.0,0.0,0.0,3.358
372,2024/12/28 13:20,0.0,0.0,0.0,3.61
373,2024/12/28 13:30,0.0,0.0,0.0,3.63
374,2024/12/28 13:40,0.0,0.0,0.0,4.01
375,2024/12/28 13:50,0.0,0.0,0.0,4.048
376,2024/12/28 14:00,0.0,0.0,0.0,4.399
377,2024/12/28 14:10,0.0,0.0,0.0,3.825
378,2024/12/28 14:20,0.0,0.0,0.0,4.482
379,2024/12/28 14:30,0.0,0.0,0.0,3.676
380,2024/12/28 14:40,0.0,0.0,0.0,4.48
381,2024/12/28 14:50,0.0,0.0,0.0,4.368
382,2024/12/28 15:00,0.0,0.0,0.0,3.869
383,2024/12/28 15:10,0.0,0.0,0.0,4.052
384,2024/12/28 15:20,0.0,0.0,0.0,4.154
385,2024/12/28 15:30,0.0,0.0,0.0,3.452
386,2024/12/28 15:40,0.0,0.0,0.0,3.962
387,2024/12/28 15:50,0.0,0.0,0.0,3.709
388,2024/12/28 16:00,0.0,0.0,0.0,3.919
389,2024/12/28 16:10,0.0,0.0,0.0,3.706
390,2024/12/28 16:20,0.0,0.0,0.0,3.517
391,2024/12/28 16:30,0.0,0.0,0.0,3.844
392,2024/12/28 16:40,0.0,0.0,0.0,3.581
393,2024/12/28 16:50,0.0,0.0,0.0,3.491
394,2024/12/28 17:00,0.0,0.0,0.0,2.852
395,2024/12/28 17:10,0.0,0.0,0.0,3.008
396,2024/12/28 17:20,0.0,0.0,0.0,2.698
397,2024/12/28 17:30,0.0,0.0,0.0,2.587
398,2024/12/28 17:40,0.0,0.0,0.0,3.084
399,2024/12/28 17:50,0.0,0.0,0.0,2.642
400,2024/12/28 18:00,0.0,0.0,0.0,2.581
401,2024/12/28 18:10,0.0,0.0,0.0,2.729
402,2024/12/28 18:20,0.0,0.0,0.0,2.223
403,2024/12/28 18:30,0.0,0.0,0.0,1.63
404,2024/12/28 18:40,0.0,0.0,0.0,1.63
405,2024/12/28 18:50,0.0,0.0,0.0,2.402
406,2024/12/28 19:00,0.0,0.0,0.0,2.28
407,2024/12/28 19:10,0.0,0.0,0.0,1.707
408,2024/12/28 19:20,0.0,0.0,0.0,1.373
409,2024/12/28 19:30,0.0,0.0,0.0,1.02
410,2024/12/28 19:40,0.0,0.0,0.0,0.682
411,2024/12/28 19:50,0.0,0.0,0.0,0.73
412,2024/12/28 20:00,0.0,0.0,0.0,0.851
413,2024/12/28 20:10,0.0,0.0,0.0,0.621
414,2024/12/28 20:20,0.0,0.0,0.0,0.395
415,2024/12/28 20:30,0.0,0.0,0.0,0.543
416,2024/12/28 20:40,0.0,0.0,0.0,0.555
417,2024/12/28 20:50,0.0,0.0,0.0,0.358
418,2024/12/28 21:00,0.0,0.0,0.0,0.348
419,2024/12/28 21:10,0.0,0.0,0.0,0.531
420,2024/12/28 21:20,0.0,0.0,0.0,0.517
421,2024/12/28 21:30,0.0,0.0,0.0,0.93
422,2024/12/28 21:40,0.0,0.0,0.0,0.651
423,2024/12/28 21:50,0.0,0.0,0.0,0.3
424,2024/12/28 22:00,0.0,0.0,0.0,1.052
425,2024/12/28 22:10,0.0,0.0,0.0,0.651
426,2024/12/28 22:20,0.0,0.0,0.0,0.538
427,2024/12/28 22:30,0.0,0.0,0.0,0.769
428,2024/12/28 22:40,0.0,0.0,0.0,0.798
429,2024/12/28 22:50,0.0,0.0,0.0,0.958
430,2024/12/28 23:00,0.0,0.0,0.0,0.424
431,2024/12/28 23:10,0.0,0.0,0.0,0.754
432,2024/12/28 23:20,0.0,0.0,0.0,0.625
433,2024/12/28 23:30,0.0,0.0,0.0,0.614
434,2024/12/28 23:40,0.0,0.0,0.0,1.073
435,2024/12/28 23:50,0.0,0.0,0.0,0.94
436,2024/12/29 0:00,0.0,0.0,0.0,0.635
437,2024/12/29 0:10,0.0,0.0,0.0,0.46
438,2024/12/29 0:20,0.0,0.0,0.0,0.775
439,2024/12/29 0:30,0.0,0.0,0.0,0.789
440,2024/12/29 0:40,0.0,0.0,0.0,0.822
441,2024/12/29 0:50,0.0,0.0,0.0,0.955
442,2024/12/29 1:00,0.0,0.0,0.0,0.579
443,2024/12/29 1:10,0.0,0.0,0.0,0.722
444,2024/12/29 1:20,0.0,0.0,0.0,0.879
445,2024/12/29 1:30,0.0,0.0,0.0,0.32
446,2024/12/29 1:40,0.0,0.0,0.0,0.338
447,2024/12/29 1:50,0.0,0.0,0.0,0.453
448,2024/12/29 2:00,0.0,0.0,0.0,1.047
449,2024/12/29 2:10,0.0,0.0,0.0,1.053
450,2024/12/29 2:20,0.0,0.0,0.0,0.872
451,2024/12/29 2:30,0.0,0.0,0.0,0.896
452,2024/12/29 2:40,0.0,0.0,0.0,0.722
453,2024/12/29 2:50,0.0,0.0,0.0,0.463
454,2024/12/29 3:00,0.0,0.0,0.0,0.548
455,2024/12/29 3:10,0.0,0.0,0.0,0.716
456,2024/12/29 3:20,0.0,0.0,0.0,0.847
457,2024/12/29 3:30,0.0,0.0,0.0,0.501
458,2024/12/29 3:40,0.0,0.0,0.0,0.391
459,2024/12/29 3:50,0.0,0.0,0.0,0.68
460,2024/12/29 4:00,0.0,0.0,0.0,0.65
461,2024/12/29 4:10,0.0,0.0,0.0,0.45
462,2024/12/29 4:20,0.0,0.0,0.0,0.461
463,2024/12/29 4:30,0.0,0.0,0.0,0.473
464,2024/12/29 4:40,0.0,0.0,0.0,0.352
465,2024/12/29 4:50,0.0,0.0,0.0,0.773
466,2024/12/29 5:00,0.0,0.0,0.0,0.797
467,2024/12/29 5:10,0.0,0.0,0.0,0.466
468,2024/12/29 5:20,0.0,0.0,0.0,0.73
469,2024/12/29 5:30,0.0,0.0,0.0,0.436
470,2024/12/29 5:40,0.0,0.0,0.0,0.726
471,2024/12/29 5:50,0.0,0.0,0.0,0.78
472,2024/12/29 6:00,0.0,0.0,0.0,0.638
473,2024/12/29 6:10,0.0,0.0,0.0,1.045
474,2024/12/29 6:20,0.0,0.0,0.0,1.032
475,2024/12/29 6:30,0.0,0.0,0.0,1.151
476,2024/12/29 6:40,0.0,0.0,0.0,1.193
477,2024/12/29 6:50,0.0,0.0,0.0,1.301
478,2024/12/29 7:00,0.0,0.0,0.0,1.132
479,2024/12/29 7:10,0.0,0.0,0.0,1.354
